x01_signal_a,x02_signal_b,x03_signal_c,x04_factor_a,x05_factor_b,x06_factor_c,x07_load,x08_complexity,x09_regularization,x10_interaction_base,target_y
-0.07871138,0.00633595,0.11066900,1.87974794,0.28023424,1.25699775,0.51127819,0.80000000,0.00227190,-0.21520275,0.33096982
0.64381729,-0.69864941,0.39078924,-0.52544219,0.77317101,1.15341664,0.12687915,0.60000000,0.00787834,0.63074114,2.13806574
0.13100880,0.90484819,0.34342859,-1.10593719,0.88916691,0.81848615,0.18870251,0.30000000,0.01440997,-0.38480023,-2.70314743
0.25480316,-0.71456123,0.61734255,-0.30779455,0.67998846,2.29340953,0.23696433,0.80000000,0.00323460,0.43129949,2.82253491
0.14195715,-0.18874380,0.07526797,0.03623576,0.88962939,2.40818311,0.64097631,0.50000000,0.04762022,-0.00732290,1.84843200
-0.58748423,0.46615227,0.53643481,0.13287187,0.66604430,1.75283967,0.19320598,0.90000000,0.04096445,-0.54068322,0.37889174
-0.65819730,0.67138854,0.98658517,-1.34389441,-0.50046312,0.41862298,0.32887620,0.10000000,0.00108682,-0.75511375,-3.19554632
0.66712764,-0.28286148,0.10437465,-1.11424190,-0.93479070,1.66663351,0.60899161,0.90000000,0.01265116,0.46165981,3.75053582
-0.47617701,0.70922088,0.99484346,0.21332885,-0.88803006,1.24798212,0.17710217,1.00000000,0.00514970,-0.49303181,-1.21405223
0.90063114,-0.22519487,0.09709140,-0.95576305,-1.37061401,2.93624375,0.44304663,0.10000000,0.01012295,0.54097741,6.18233473
-0.96098865,-0.76336969,0.47210409,-0.34221843,0.16138910,1.92821717,0.52981290,0.50000000,0.07932094,-0.27335716,-1.44103957
0.87628497,-0.21321068,0.27425875,-0.62822360,-1.52230978,1.20260781,0.18642246,0.30000000,0.00427418,0.73299009,4.69093810
0.87788142,-0.63839993,0.60898841,-0.67285913,0.22626616,0.64636456,0.37399121,0.80000000,0.00411724,0.86495866,2.55481693
-0.42285260,0.57093473,0.37236542,-1.10865067,-0.45174119,2.54430949,0.55312187,0.20000000,0.08687570,-0.45380483,0.44376286
-0.56367728,-0.66755172,0.82889947,1.59788327,1.25647877,0.16906980,0.37096697,0.20000000,0.07220902,-0.05512626,-0.34890523
0.55760188,-0.71362722,0.96991056,-0.02138608,-0.56745454,1.92761416,0.39838933,0.60000000,0.01283180,0.66297936,2.50136561
-0.38945232,0.36253570,0.34627534,0.85121062,0.93216551,0.93788345,0.28982221,0.20000000,0.00789320,-0.12709672,0.78487084
0.05818602,0.27346414,0.36327281,0.39714536,-0.04602982,0.80773501,0.23490235,0.50000000,0.00752871,0.05738176,1.18457995
0.46449735,-0.77573003,0.78947072,-0.15502360,-0.23846900,1.06922135,0.18240728,0.50000000,0.04952344,0.56283412,1.45736014
-0.53726398,0.02109022,0.03028517,-1.21905711,-0.82203984,2.62154077,0.05021910,1.00000000,0.09137052,-0.35419684,2.18358627
-0.05113146,0.06989579,0.17508258,1.65443476,0.09769027,0.20495214,0.47431541,0.90000000,0.00740611,-0.07601369,0.25649718
-0.63692145,-0.10965932,0.30572956,-0.69314108,-0.97098938,2.18681563,0.27443574,1.00000000,0.05332784,-0.57066877,1.34532952
-0.62401695,-0.44156735,0.38151592,-1.64951063,0.95571739,1.43757244,0.39407514,0.20000000,0.09416161,-0.16266864,-2.98529958
-0.72689656,0.20920243,0.25695253,-0.49571763,0.16970837,2.71810556,0.06295372,0.10000000,0.00167622,-0.60982713,0.71813238
-0.04061888,0.15487888,0.53129172,-1.06418983,-0.20472330,2.79337115,0.33364481,0.70000000,0.02123940,-0.11120041,3.52589189
0.30110220,-0.22027511,0.73612256,0.05839913,-1.10563614,2.81748922,0.52367452,0.30000000,0.01324586,0.25130223,3.53539730
0.77966588,-0.34281317,0.70997876,-0.60588209,-1.04197696,1.55969786,0.11297198,1.00000000,0.02092504,0.51643246,4.71663209
-0.85204262,-0.72468201,0.52881628,-1.24987427,-1.23194032,2.69614106,0.20242147,0.50000000,0.07093835,-0.37119087,1.58327237
0.58961007,-0.58777864,0.49633974,1.49539453,-1.31102394,1.56921686,0.40833904,0.10000000,0.00262930,0.38852108,-0.39564553
0.69784256,-0.77184612,0.08191603,-1.01695324,0.92709126,1.61631176,0.17102211,0.10000000,0.02990729,0.71524261,0.40227979
0.93214182,0.44027078,0.63027505,-1.33230415,-1.19848588,0.31609843,0.32469420,0.70000000,0.07066809,0.31023029,3.75900845
0.57863728,-0.82113946,0.82905891,-0.74767611,-1.33318281,2.26363250,0.19805168,0.40000000,0.00179091,0.66986601,3.93908351
-0.75692425,0.15134654,0.78726481,-1.68071911,0.81477384,0.74585936,0.46893150,0.60000000,0.00174793,-0.52053636,-3.40423924
-0.88185838,0.06223758,0.82635178,1.19040439,0.78296464,0.12814949,0.25968878,0.40000000,0.00632298,-0.70427460,-0.94589495
0.59014953,0.06185927,0.20564158,1.03010399,-1.03704688,0.41958272,0.29994815,0.70000000,0.01369935,0.35211184,1.17797884
0.23736391,0.40862902,0.62663133,0.17821069,2.16593570,2.52466247,0.33053951,0.70000000,0.04373435,-0.07159615,3.23629981
-0.62812522,-0.30656529,0.87722074,-1.59495204,0.92273998,0.87053195,0.23535915,0.80000000,0.00230899,-0.18487446,-2.72855003
0.18900268,0.99353693,0.65015692,-0.36056307,-0.33463159,0.53126752,0.12407382,0.70000000,0.00142261,-0.20823913,-0.63889624
0.39313572,0.91779926,0.32332981,1.56657467,-0.69469264,1.00428632,0.40826211,0.20000000,0.00118836,-0.20457540,-2.28898952
-0.72926217,0.96025843,0.00827256,-1.42916031,-0.73353536,2.80088078,0.25387648,0.80000000,0.00170655,-0.76089921,-0.55812983
-0.36602295,-0.57717078,0.02160774,-0.35295422,-0.57799781,2.39186333,0.20080531,1.00000000,0.01792224,0.00762862,1.45597833
-0.65259920,0.01131263,0.76353137,-0.88712153,-0.66537384,0.80886727,0.34046938,0.60000000,0.01189255,-0.48259967,-0.70766938
-0.01808004,-0.09297449,0.88826598,-1.91490806,-0.26968413,2.90350568,0.38375700,0.50000000,0.03558929,0.02949507,2.76733336
-0.38986625,-0.58347083,0.50387680,0.09086981,0.85625093,1.64513014,0.34234906,0.80000000,0.00792527,0.05505404,1.07398964
0.43492025,0.21008571,0.62268866,-1.54913166,-0.31265207,2.85454173,0.08425489,0.30000000,0.01229992,0.08873117,4.72482279
0.57504861,0.93977687,0.92382970,-1.72871969,0.91514690,0.69793128,0.51731814,0.50000000,0.00135697,-0.22650704,-2.84557568
0.37893409,0.67773132,0.27211139,0.26010460,0.42636708,0.47868310,0.14507918,0.10000000,0.01748913,-0.06652529,0.37976717
0.90950299,0.84719385,0.14419839,-0.89180861,0.18262786,2.19056935,0.34699581,1.00000000,0.00651250,0.19832468,2.68149117
0.98371156,0.68396381,0.79345092,-1.25791132,0.70639472,0.04196634,0.44218393,0.20000000,0.00164348,0.33512563,-0.06697387
-0.61516219,-0.23485618,0.43162116,0.75016908,0.19745484,0.44792787,0.34909873,0.30000000,0.03614698,-0.14221022,-0.43723470
0.58484500,-0.21815254,0.80258765,0.88576681,0.14347471,0.21023533,0.21317114,0.60000000,0.00850536,0.41474561,2.47701291
-0.80844062,-0.51320998,0.33353835,1.19176533,0.17937113,1.38418461,0.35889967,0.20000000,0.00256087,-0.28567094,-1.23106490
0.48648881,-0.05477201,0.07557051,-0.44060977,-0.95421650,0.42760514,0.15348029,0.50000000,0.03068761,0.42948062,1.53472648
-0.77808132,-0.66563225,0.80774308,1.85765216,-0.08866051,0.77050596,0.12456347,0.30000000,0.00232988,-0.19840043,-2.37246376
-0.96920649,-0.31535756,0.21467383,0.35085262,0.90993840,2.26598644,0.11230788,0.80000000,0.03941601,-0.53007727,0.18911012
0.23404814,-0.58351174,0.18263156,0.56621118,-0.21498647,2.76884777,0.28110456,0.90000000,0.00111741,0.41643593,3.08456374
0.89603720,0.65432249,0.35909030,0.16019959,-0.07860385,0.33584027,0.22875624,0.70000000,0.09699190,0.21931583,1.52086014
0.60466749,0.76979229,0.25529926,0.22401039,0.44727717,1.54108540,0.28181299,0.10000000,0.01000921,-0.19870845,1.11653248
-0.95272879,0.49840287,0.43832200,0.62939678,0.87657176,2.92926488,0.05782435,0.70000000,0.01388549,-0.79303113,0.67104672
0.64775958,0.78746769,0.97448531,-0.42784752,1.08908516,2.50081717,0.53742667,0.70000000,0.00347407,0.03384871,1.66600532
-0.68455933,-0.55199712,0.96546420,-0.35912629,-0.07711207,0.82296316,0.22687662,0.80000000,0.02358514,-0.20120901,-1.91983509
-0.28144077,-0.34229305,0.87864923,1.04544998,0.16330015,1.64563122,0.17339386,0.80000000,0.00300985,-0.03164274,0.81718393
0.03231595,0.14347458,0.77814492,1.99708930,0.05064350,0.36395424,0.30492736,0.20000000,0.00587444,-0.03485372,-0.24192617
0.64079996,-0.72227256,0.49447212,1.73527522,-0.05199754,1.59579762,0.36437528,0.70000000,0.00104187,0.51508947,2.26830413
0.08665334,0.68529046,0.08220050,1.41827932,-0.69609143,2.72922292,0.28110069,0.10000000,0.06961755,-0.09266453,-0.82386113
0.03009998,0.36859385,0.24904117,-1.52503720,1.24648839,2.85927677,0.07368043,0.60000000,0.02446841,0.00077167,0.83441910
0.14666222,0.60971173,0.15008123,-1.92731556,0.38764983,1.90776592,0.68404969,0.40000000,0.00359309,-0.26657138,-0.84914678
-0.24987637,0.14950829,0.59723044,-0.86646579,0.49404256,1.21326592,0.42499931,0.50000000,0.05787209,-0.27058894,-0.65695776
0.41267994,0.07814973,0.09160216,0.02798251,-1.43414059,2.76195154,0.33570747,0.10000000,0.00198877,0.26745480,3.28832544
0.06175690,0.00159423,0.07002779,-0.95168019,-0.19575958,0.68220455,0.18960186,0.20000000,0.09660080,0.09426039,-0.27959309
0.40243900,-0.78563426,0.11619536,-0.32530841,-0.16146233,0.20832989,0.17296549,0.50000000,0.02143469,0.60182840,0.32884662
-0.93658571,-0.07070347,0.17289304,-1.77847441,-0.15628364,0.25575914,0.32791067,0.30000000,0.00251772,-0.52199703,-1.89691066
0.98041038,0.25429340,0.06864378,-1.64171481,-0.58738697,0.08809520,0.51015408,0.60000000,0.00281046,0.58676085,3.18596238
0.82689281,0.50783880,0.31205656,0.90162438,0.67147355,0.53311307,0.15960270,0.10000000,0.00163735,0.27420935,2.97131779
-0.26809811,0.43835699,0.79854958,1.93214217,0.30907519,2.89211663,0.26288516,0.70000000,0.00146605,-0.18775268,2.86190771
-0.67363620,-0.36429936,0.10155678,0.71755577,0.54644852,0.54981864,0.29345121,0.70000000,0.07411307,-0.41674122,-1.11162645
0.90540709,0.71185145,0.27606194,-1.69364640,-0.58057418,2.77979343,0.58743072,0.90000000,0.05158442,0.23793794,4.81898225
-0.05339003,0.65973866,0.66239146,0.31272438,-0.48637588,0.10949829,0.29516792,0.30000000,0.00178282,-0.38312340,-1.12545157
-0.58105021,-0.89270485,0.72605820,1.51482054,0.58767808,2.26170007,0.44281085,0.70000000,0.04863549,-0.15001442,-0.27388506
-0.67274610,-0.48644418,0.78565472,-1.93123236,-0.99035367,2.40308954,0.51886855,1.00000000,0.00968535,-0.10066773,2.51262884
0.06239283,-0.07280138,0.00252145,0.67476041,0.95299684,0.70050518,0.11217319,0.90000000,0.04098105,0.04264754,1.49536845
-0.44554511,0.60274150,0.53684034,1.97228969,-1.32788589,0.05485963,0.65040815,0.50000000,0.00246687,-0.37333631,-5.05622708
0.45241475,-0.50573088,0.02930760,0.83293228,-0.33147975,0.15287311,0.36526301,0.40000000,0.00984787,0.63049293,0.95446421
0.74459011,-0.22989888,0.98745429,-1.18945696,1.14516565,0.31510372,0.23021655,0.10000000,0.00144665,0.60984230,-0.13585269
-0.97358733,-0.40437195,0.93678678,1.25316555,-0.19213245,0.72210559,0.61186174,0.90000000,0.00675899,-0.41157923,-2.85009486
0.26068191,-0.22409249,0.92731285,1.04223847,1.12838698,1.85051704,0.24921382,0.80000000,0.04394922,0.17891739,3.07189220
-0.98114883,-0.75903934,0.20603303,-0.24980195,0.67079396,0.67037063,0.60072008,0.90000000,0.01140169,-0.19778077,-2.96249205
0.48935474,-0.05665229,0.77938962,0.39497720,0.53820391,0.33585334,0.23440307,1.00000000,0.00870890,0.34604999,2.84082417
-0.59439478,0.19144378,0.75816808,0.53497305,-0.36335922,1.15259185,0.26751114,0.40000000,0.00120403,-0.32230192,-0.67717107
-0.78791523,0.80587652,0.18206118,-0.85281612,1.27586763,1.64712293,0.58867532,0.50000000,0.00244517,-0.77710077,-4.06617825
-0.20947726,-0.62755412,0.97027787,-1.51383330,-0.55057878,1.75524058,0.40419378,0.60000000,0.04941194,0.11463723,0.55319099
-0.96015380,0.60169404,0.68224026,-0.57397076,-1.12964473,0.73772345,0.56681911,0.30000000,0.00150968,-0.74587156,-2.48042054
-0.18685542,-0.40361642,0.14519162,-1.70920148,0.13403325,1.44102817,0.04101233,0.50000000,0.06103460,0.17850795,0.38285167
0.40563255,0.38967629,0.62000278,1.46281014,-0.58265993,2.56583837,0.64929721,0.70000000,0.01589915,0.04096097,1.95710236
-0.36721435,-0.54273368,0.14736010,-0.52679616,-1.36609046,0.21380477,0.19012903,0.70000000,0.02492136,-0.17916495,-0.49202502
-0.53782321,0.73547192,0.61446449,-0.68002062,-0.12814582,0.00942080,0.46488431,0.30000000,0.00957564,-0.56820711,-2.87013019
-0.15102743,0.91831242,0.32005730,-1.01287238,-0.95955104,1.01088010,0.59724928,0.20000000,0.06481353,-0.36822090,-1.57317681
-0.80303889,-0.53157956,0.37211601,0.25114892,-0.73045757,0.77879200,0.45160118,1.00000000,0.00838918,-0.27379965,-1.15058093
-0.69298343,0.57353577,0.43513168,0.95258310,0.77851353,2.97232578,0.45931090,0.60000000,0.00134684,-0.53818541,1.23578146
-0.87770774,0.00008050,0.12250304,-0.46290368,-0.09906503,1.59467592,0.30810907,0.20000000,0.00940485,-0.35285479,-0.99485911
-0.96810851,-0.62857521,0.44230049,1.28535179,0.53950355,2.52160988,0.29859249,0.10000000,0.00210861,-0.28603668,0.05670104
0.50348159,0.37050238,0.40282664,-1.40999770,-0.96990965,2.50171645,0.26715773,0.40000000,0.00193925,0.20028348,5.35739346
0.41281365,0.88615826,0.20824582,0.19395941,-0.53146035,2.76254056,0.31485285,0.90000000,0.00728576,-0.24299595,1.73506611
-0.89576356,0.79184168,0.69408262,1.18932442,-1.86574657,2.98094446,0.55701099,0.60000000,0.03587910,-0.88422442,-4.07240051
-0.94920131,0.04965261,0.83424388,1.08801142,0.73701697,1.42279610,0.21024015,0.50000000,0.03572920,-0.66074001,-0.69731883
0.47573328,-0.17701223,0.05777301,-0.10524009,-0.73705826,2.13203983,0.13378242,0.10000000,0.00303725,0.28072397,3.13466381
0.69015643,-0.04628625,0.86031339,0.99831670,-0.60843572,0.39071375,0.34563229,0.30000000,0.00921066,0.46979235,1.49754415
-0.07042289,-0.25801655,0.88700723,-0.29629452,0.67577359,1.26880315,0.06340078,0.20000000,0.00378356,0.15697475,0.94462394
0.10691792,-0.93523612,0.17572142,-1.58573857,-0.69505758,1.27449370,0.35060421,1.00000000,0.03885321,0.84437684,1.66982974
0.78096688,-0.63123055,0.39752067,-0.01817737,0.74081495,0.07581985,0.12267731,0.70000000,0.07042094,0.77984792,2.18456970
0.77634451,0.37050177,0.94136230,-0.83517880,0.46521065,0.59485353,0.21825782,0.70000000,0.01429368,0.46164675,1.17936137
-0.11886082,0.12640283,0.78251975,-0.26707503,0.05329943,1.61979372,0.30843169,0.60000000,0.01704372,0.03066186,1.24915679
-0.34990002,0.39776164,0.21898383,0.41884509,-1.52918018,0.38166168,0.39743942,0.20000000,0.00208992,-0.56928614,-2.18835218
-0.55558265,0.30443481,0.29846514,1.08961640,0.11467623,2.49133552,0.35995773,0.80000000,0.05321392,-0.49347449,0.33678850
0.95446098,0.17622421,0.26477499,0.99567427,-0.22237417,1.75915238,0.04401280,0.50000000,0.04286759,0.37979531,3.75492238
-0.27322413,-0.17443344,0.87103733,-1.32141536,-1.13499885,2.76709816,0.44008615,0.30000000,0.03493771,-0.14436686,3.31002383
0.88899295,0.76423342,0.23819661,-1.86970227,-0.78490030,0.77714419,0.41679951,0.60000000,0.08207990,0.22897408,2.72373486
0.91480898,-0.51064297,0.06723566,-1.38414306,-0.81795751,0.99415425,0.25117711,0.10000000,0.00283187,0.87701432,3.39807508
0.10876800,0.12052428,0.69514260,-1.16739501,0.53361123,0.58092313,0.15175331,0.70000000,0.00183876,0.02761912,0.20742594
0.12866129,0.48083784,0.99982122,-1.07803428,1.45826272,0.80839736,0.16837553,0.60000000,0.03182099,0.10727551,-2.24300014
0.22345706,0.22957614,0.95137885,-1.52838242,1.08909260,0.72818059,0.28917540,0.60000000,0.00359510,0.06128907,-1.49547271
-0.63549531,0.54974793,0.26820170,-1.62837301,0.25308613,1.86640236,0.59298871,0.40000000,0.00158398,-0.47598007,-1.96762920
-0.74378233,-0.15289560,0.95079065,-0.10618981,0.92064537,0.45343431,0.55876192,0.30000000,0.02526033,-0.28754798,-2.44334111
-0.10286226,0.53290509,0.02644970,0.28432758,0.71699872,1.59913831,0.23794527,0.20000000,0.00133533,-0.10925386,0.23282598
-0.29074854,-0.36440989,0.27090578,0.87918138,-1.47908689,0.41872204,0.41650561,0.90000000,0.05043184,-0.18850790,-1.74895925
0.27542250,-0.47814334,0.60546463,-1.49260079,-0.21542555,0.39387688,0.14571375,0.90000000,0.03823260,0.27111788,1.51683307
0.93825434,-0.39497777,0.54273154,-0.02944732,-0.70440095,1.29426618,0.46673358,0.40000000,0.03274216,0.42317913,3.22243700
-0.14000324,-0.80945000,0.87260708,1.77102411,0.45250456,1.62870512,0.37744585,0.90000000,0.03725806,0.35609407,0.65729822
-0.61578912,0.47763463,0.17179624,1.09935010,0.75740857,2.09841222,0.43320687,0.90000000,0.00340605,-0.73533213,0.04940829
0.55783728,-0.27517481,0.92397777,1.44905415,-0.45483420,1.11969647,0.44020903,0.60000000,0.00104051,0.36474039,0.93856653
0.45867221,0.32737647,0.63562955,-1.32798941,0.31532628,2.64876895,0.21650752,0.50000000,0.05775955,0.11248262,3.02092312
0.89152800,0.58583784,0.24568388,-0.90589213,-0.24360384,1.78206494,0.40806989,0.80000000,0.00120092,0.45289579,3.61027358
0.83712156,0.78371022,0.82803123,-1.78953832,0.00953122,1.74213734,0.25963079,0.10000000,0.00109025,0.19425012,1.41149331
0.47464767,-0.83119561,0.21960602,-0.51705784,0.33825289,0.40340634,0.34817839,0.70000000,0.05062394,0.77610805,0.37857494
-0.95746462,0.05775321,0.46140359,0.63630334,-0.78518448,0.96111239,0.15214996,0.10000000,0.00887163,-0.65579898,-1.96101092
-0.43723961,0.41742308,0.71322823,-0.58404568,0.70700901,1.38908650,0.16205228,0.30000000,0.05185366,-0.41947280,-1.07526060
0.73469336,-0.60354522,0.41036660,-1.95027677,-0.48094142,2.81056979,0.52949509,0.30000000,0.07540193,0.65655007,4.62291994
-0.44795643,0.63425471,0.11630420,0.99546320,-0.86494339,1.97547707,0.10273046,0.10000000,0.00698200,-0.48896098,-2.16915938
0.20881033,-0.63987850,0.97467805,1.27515782,-1.32235815,2.63999852,0.46233171,0.20000000,0.04696636,0.21542698,-0.90610160
-0.62242873,-0.40044053,0.18275212,1.52881924,-0.12976263,0.92295736,0.32918735,0.40000000,0.01004538,-0.13114071,-1.67470111
0.14054522,0.99486646,0.16550780,1.49658588,0.39553746,2.31813261,0.21351878,0.80000000,0.00221775,-0.50794317,0.30731860
-0.46755917,0.30567391,0.97925285,-1.98714839,-0.49983878,1.01164848,0.28428962,0.10000000,0.04682288,-0.28284327,-0.37152734
-0.04608882,-0.84469485,0.67196162,-1.80035620,0.28275205,1.46618626,0.54752390,0.90000000,0.08172785,0.21478687,-1.00022620
-0.08592714,-0.20764141,0.37517648,0.16892882,-1.10827319,2.56841729,0.20309452,0.40000000,0.00643079,0.08393495,2.83046184
0.56429704,-0.26451400,0.29693463,0.77602729,-0.78535584,1.55840165,0.46252998,0.30000000,0.00804679,0.50890295,2.06916775
0.68624659,-0.97781405,0.51702319,-0.66191399,-0.37536326,2.51288379,0.31102433,0.70000000,0.00116555,0.63840710,3.83223367
-0.50404269,-0.46598187,0.42480578,0.03678421,-0.33987246,0.63382208,0.26302294,0.20000000,0.01247347,0.01268964,-0.35273066
-0.15874060,0.77570513,0.47537489,0.29854428,-0.06418288,0.04843407,0.28941543,0.90000000,0.03310206,-0.35706126,-1.13108412
-0.90661834,-0.05854361,0.20524620,-0.34115984,-1.30082478,0.91403978,0.41596659,0.90000000,0.03249958,-0.49414663,-0.98467922
0.68766924,0.59763993,0.63768047,1.39264211,0.63311712,1.71300511,0.12903099,0.90000000,0.00700124,0.03159523,3.55503581
0.72863714,0.36558798,0.44278191,-0.37146016,-0.30621692,0.61779824,0.54205156,0.10000000,0.00889474,0.43920054,2.03135527
-0.64537730,0.67395579,0.83930541,-1.67963154,1.47228610,2.79146619,0.30391029,0.40000000,0.03509377,-0.66347631,-3.62322466
0.47507547,0.84410995,0.53389346,1.28943413,0.34643077,0.92388293,0.22835467,1.00000000,0.01177944,0.03142271,1.36825317
0.76855317,0.34914362,0.23740532,-0.69266023,-0.44019368,2.07698692,0.10028113,0.80000000,0.00113127,0.16322648,4.44252747
0.23386045,0.63905206,0.43918920,-1.99203296,0.34374222,0.77539064,0.19061151,0.50000000,0.02076720,-0.11413505,-0.25000352
-0.70660383,0.74313053,0.67829454,0.96152351,-0.97252230,1.24285585,0.31919576,0.50000000,0.02121521,-0.68947997,-3.40974095
0.29039968,0.15979673,0.75560524,1.61172953,-0.65999246,0.15541513,0.13331799,0.30000000,0.06346072,0.08023118,-0.59352858
-0.99705460,0.87896477,0.77471067,-1.54224943,1.01905140,0.46822776,0.34874047,0.90000000,0.01910926,-0.89543743,-5.86496842
-0.09147681,-0.19577767,0.52869213,0.40255311,-1.18009540,1.24385728,0.17839026,0.90000000,0.00449260,0.18995181,1.60120579
-0.96151889,-0.70538967,0.50764236,0.31781450,-0.54690058,1.92475781,0.46092895,0.70000000,0.07483736,-0.16345385,-1.38019822
0.76911661,-0.23024310,0.11017869,1.19923632,-1.17157477,1.21843353,0.11485758,0.40000000,0.01777464,0.38944682,0.99661204
0.60892932,0.98853080,0.42127923,0.69007134,0.47985601,0.65502609,0.42249709,0.60000000,0.09922924,-0.09566325,-0.08530172
0.79998052,-0.83755402,0.01095202,0.98551468,-1.47835453,2.43151936,0.19278138,1.00000000,0.00151373,1.08393971,1.74231452
-0.08294130,-0.50271197,0.18263961,1.63789073,-0.73797673,2.44908719,0.43840509,0.10000000,0.00183535,0.09933531,-0.25133247
-0.36350985,0.68892331,0.89139727,-0.76664525,-0.59571901,1.05579173,0.21697255,0.90000000,0.04268793,-0.44211822,-1.28693836
-0.44323729,-0.96746333,0.24307157,-0.39956874,-0.45813329,2.69658430,0.18932953,0.80000000,0.00314441,-0.09833805,0.59800762
-0.19986851,-0.69545968,0.19758552,-1.49130752,1.38411915,1.28366259,0.20796159,0.90000000,0.00653891,0.10396060,-2.52333497
0.16295365,0.13389523,0.48460187,1.64548412,1.31989342,0.40466534,0.05996690,0.30000000,0.08365502,-0.12495484,2.95042824
-0.23233669,-0.20368972,0.96649839,1.79451090,-0.16363833,1.70758786,0.28562919,1.00000000,0.06566928,0.10839697,0.07943849
-0.69136014,0.82962630,0.60320248,1.80539694,-0.53182065,2.25448692,0.45202687,0.80000000,0.00797774,-0.77157148,-2.42618633
-0.13234332,-0.39778425,0.24705906,0.10076747,1.64559244,0.14656720,0.74479799,0.90000000,0.03105070,0.24020746,0.22726833
-0.69048421,-0.74789054,0.00984353,-1.98232389,0.61444931,1.95711433,0.40102130,0.20000000,0.08187816,-0.07421536,-3.83855432
-0.54634227,-0.93248858,0.28424426,1.74313455,1.09384694,0.21215089,0.34777066,0.90000000,0.00871274,0.20693927,0.22795110
-0.13044252,-0.34555002,0.67136182,-0.81150928,-0.05751345,2.09188430,0.48593902,0.40000000,0.00471701,-0.11782517,1.47701959
-0.03104147,-0.14674770,0.60863121,1.20159844,1.03314351,1.86715577,0.20054122,1.00000000,0.07591545,0.11038041,3.18904490
0.94556233,0.63290878,0.64903500,1.42922602,-0.34754461,0.01294153,0.24345832,0.90000000,0.00726485,0.35091147,1.76848317
0.51539133,0.30327478,0.73253973,1.85433754,0.79302634,0.87113906,0.21874815,0.40000000,0.00921136,0.01607629,2.81239576
-0.80613373,-0.89634039,0.49019198,-1.21420283,0.45365357,2.91204483,0.05399076,0.30000000,0.08550595,-0.00217486,-0.38220341
0.24402748,0.67165021,0.59762023,-1.71606938,0.57388756,0.59482787,0.52598178,0.30000000,0.04175708,-0.06048561,-1.61836676
0.69325731,-0.42677768,0.60893372,1.11892290,-0.18229838,2.24937723,0.22311225,0.20000000,0.07014714,0.58780312,3.25443743
-0.05912794,-0.35729447,0.77739216,0.43320325,-0.81257980,2.35928279,0.29462730,0.60000000,0.00151237,0.00403249,1.30488819
-0.66708259,0.07642580,0.34711328,-0.92806183,-1.58840896,0.11111821,0.53681846,0.20000000,0.00438452,-0.21681189,-0.06668487
0.43662646,0.23830911,0.66907689,-1.00449456,-0.53471563,1.99921637,0.36323600,0.10000000,0.02714245,0.12311584,3.13402755
0.07915248,0.96942408,0.99446103,-1.00542171,1.11760093,0.44883395,0.07122889,0.70000000,0.03450570,-0.42820542,-3.81184740
-0.92018884,0.02748304,0.91533855,0.17595266,-1.30251849,1.19802059,0.38459416,1.00000000,0.02486732,-0.34553724,-1.09082752
-0.43503088,-0.12534127,0.60031315,1.46780655,-0.12653468,1.25257103,0.13489794,0.50000000,0.05011969,-0.31913127,-0.57937996
-0.89315647,0.53724383,0.43200255,-1.82971401,-0.01876183,2.15950276,0.59404107,0.20000000,0.01581140,-0.86301812,-2.08412488
0.44577159,0.38551130,0.88572592,-0.87140999,0.06069466,2.04224838,0.22235256,0.90000000,0.00124191,0.16514946,2.91250241
-0.62705856,-0.76139025,0.59399960,-0.38688847,0.69006256,0.88580585,0.31871082,0.80000000,0.02271125,-0.36403371,-1.92249892
-0.27328307,-0.44296817,0.48024770,0.79289567,0.39668685,2.03668830,0.33702009,0.80000000,0.03172708,-0.21877764,1.22986843
0.64574854,0.14458988,0.72919467,0.30631635,1.28412713,1.26367365,0.49571117,1.00000000,0.00564747,0.41680972,3.90909661
-0.97278113,0.49808060,0.07367244,0.13848228,0.77014326,2.43886356,0.15883142,0.70000000,0.00618899,-0.77092259,-0.80333273
-0.91196641,0.46186807,0.88709943,-1.64907990,0.04179153,1.89986214,0.19529246,1.00000000,0.00172398,-0.62128176,-1.23293286
-0.52548481,-0.94237502,0.36483646,-1.90677808,-0.03621089,0.60009296,0.36006175,1.00000000,0.01988541,0.13184536,-1.42974132
-0.90092202,0.43321566,0.43038300,-1.46780822,0.73623063,2.90102424,0.21970956,0.60000000,0.00327778,-0.73858686,-0.65956537
0.90363856,-0.91231051,0.28582998,0.22734740,-0.97223077,2.77718660,0.15357504,0.20000000,0.02733585,0.79402325,3.47998897
-0.29921804,-0.57727725,0.88631502,1.38107298,-0.41672190,2.28626718,0.14434754,0.60000000,0.00198983,-0.08877637,-0.13548262
-0.37020535,-0.18519756,0.01207161,1.87802988,-1.22471979,2.52106937,0.21260992,0.30000000,0.03277471,-0.02883384,-1.60716809
-0.73783634,-0.29336107,0.99430521,-0.53611009,-0.47253283,1.09549778,0.06577480,0.40000000,0.02284449,-0.35990318,-1.25637520
-0.00589915,-0.81222118,0.42324674,-0.61255599,-0.26579514,0.38684564,0.23891199,0.80000000,0.01362496,0.33712342,0.12757202
-0.47157114,0.49067501,0.21379416,0.72003763,0.27029777,0.95962191,0.33884585,0.20000000,0.03288081,-0.32350721,-1.06486355
